,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b
1462,5,5,5,2,5,2,2,6,1,3,14,2,3
1463,6,5,5,5,5,5,5,4,1,5,18,2,6
1464,5,5,2,1,2,2,1,6,2,2,9,3,2
1465,3,8,8,8,8,8,8,-1,-1,1,-1,-1,3
1466,-1,4,4,5,3,1,4,4,1,6,16,4,6
1467,6,4,4,3,1,2,3,6,1,2,24,4,5
1468,4,4,5,2,4,2,5,5,5,5,8,2,4
1469,5,5,5,8,4,2,5,4,5,5,18,1,6
1470,4,2,5,8,1,1,3,4,6,5,19,4,5
1471,5,1,5,1,2,2,4,3,4,2,10,1,5
1472,3,2,3,8,3,1,1,4,1,1,12,2,1
1473,3,1,1,1,1,1,1,1,1,1,13,2,3
1474,5,5,5,5,5,5,5,5,1,1,11,4,1
1475,3,5,5,5,5,5,5,1,4,3,6,2,2
1476,6,4,5,8,5,8,1,8,1,1,13,4,2
1477,3,5,5,1,5,5,5,5,1,3,26,4,3
1478,-1,4,5,1,5,5,4,4,2,5,28,3,6
1479,6,5,5,8,5,5,5,6,2,4,15,3,5
1480,2,1,2,2,1,1,3,1,1,1,25,4,1
1481,1,8,8,8,8,8,8,6,1,1,-1,2,1
1482,1,4,4,8,8,8,8,6,1,1,27,4,1
1483,5,5,5,5,8,4,5,6,1,1,32,5,3
1484,3,5,4,1,2,2,4,6,1,4,15,4,2
1486,6,4,5,8,4,3,8,4,3,4,34,4,5
1487,5,5,4,5,3,2,2,6,1,2,9,4,5
1488,-1,5,5,4,5,5,5,-1,1,4,19,4,4
1489,6,5,5,5,5,4,8,5,1,1,31,4,4
1490,6,2,2,8,1,2,5,6,1,3,14,1,6
1491,4,4,5,8,3,2,5,5,1,3,17,4,3
1492,5,2,3,1,1,2,5,3,1,1,9,2,1
1493,6,4,5,8,5,3,5,2,1,3,14,4,1
1494,6,5,5,5,5,5,5,4,1,3,9,2,6
1495,3,2,3,1,1,1,2,6,2,2,13,3,3
1496,4,5,5,8,3,2,5,5,1,4,18,4,4
1497,4,5,4,1,5,2,5,6,4,5,99,-1,1
1498,3,1,1,1,1,1,1,8,1,1,-1,2,2
1500,6,4,5,8,5,8,5,5,2,4,27,4,4
1501,5,5,5,8,5,4,5,6,1,3,10,4,4
1502,6,4,5,8,3,2,4,2,1,4,24,4,4
1503,5,1,2,1,1,1,1,1,6,4,19,4,6
1504,6,2,4,1,4,3,3,4,1,1,14,3,1
1505,6,5,5,5,5,5,5,5,3,3,4,2,1
1506,6,5,5,5,5,5,5,6,2,3,33,4,2
1507,4,5,5,8,5,8,5,2,1,6,11,4,1
1508,5,5,5,8,5,2,5,4,2,1,18,3,2
1509,2,4,3,2,4,1,3,6,6,3,11,3,2
1510,5,5,5,5,5,4,5,6,1,3,21,4,3
1511,6,2,4,8,2,2,2,3,6,1,14,4,2
1512,5,5,5,8,5,4,8,5,1,3,33,4,3
1513,6,4,4,8,2,1,3,6,1,1,11,4,1
1514,5,4,5,2,3,1,5,5,3,2,17,4,4
1515,2,5,5,8,8,2,2,-1,-1,3,35,2,2
1516,6,5,5,8,5,2,4,6,1,3,12,4,6
1517,6,5,5,8,8,5,5,6,1,1,7,3,1
1518,4,2,5,8,5,5,4,4,4,4,6,3,1
1519,5,4,5,5,2,1,5,6,1,4,16,4,2
1520,5,5,5,1,5,1,5,6,1,2,30,4,4
1521,6,5,5,5,4,4,5,6,-1,4,15,3,5
1522,6,5,5,5,5,5,5,6,1,1,28,4,6
1523,4,4,5,8,5,2,4,3,5,2,19,3,3
1524,6,5,5,5,5,5,5,6,1,4,23,4,4
1525,5,1,4,5,8,4,8,8,1,1,29,5,6
1526,6,5,5,5,2,5,5,1,1,4,12,2,1
1527,6,5,5,8,5,8,5,6,1,1,18,4,6
1528,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,23,-1,6
1529,5,5,5,5,8,5,5,1,1,3,12,2,1
1530,4,5,5,5,4,4,4,6,4,1,34,3,2
1531,5,8,8,8,8,8,8,-1,-1,1,99,-1,-1
1532,2,8,2,8,1,1,3,1,3,3,16,4,1
1533,6,5,5,5,5,5,5,4,4,3,17,1,3
1534,5,5,4,8,8,8,8,6,1,3,21,4,5
1535,5,5,5,5,5,5,8,5,1,1,21,4,5
1536,6,3,5,8,4,4,5,5,1,1,16,2,1
1537,3,5,5,5,4,2,4,6,1,2,7,4,3
1538,1,5,5,5,5,5,5,3,-1,-1,-1,3,1
1539,4,2,4,2,3,2,2,3,1,4,21,4,4
1540,6,5,5,5,4,3,5,6,1,1,18,3,2
1541,5,2,2,1,3,3,4,-1,1,2,-1,3,4
1542,4,5,5,5,5,5,5,5,1,1,13,4,2
1543,4,4,5,8,5,2,5,5,1,3,22,4,4
1544,4,1,5,5,5,2,5,8,1,1,6,5,4
1545,6,5,5,8,5,4,5,6,1,2,11,4,4
1546,6,5,5,8,5,2,5,6,1,4,33,4,4
1547,6,4,4,8,8,2,8,3,1,3,14,5,6
1548,6,5,5,8,5,5,5,6,1,3,13,4,2
1549,6,5,5,8,5,5,5,6,1,3,16,4,5
1550,6,2,5,2,5,2,4,4,1,2,14,2,5
1551,5,2,2,1,1,2,2,4,1,1,16,4,3
1552,3,5,5,5,5,5,5,5,1,6,15,4,3
1553,3,8,8,8,8,8,8,6,1,1,13,3,5
1554,5,2,5,4,8,4,5,4,1,4,10,4,1
1555,-1,3,4,4,5,3,5,3,1,4,23,3,1
1556,2,3,4,5,4,4,5,5,1,2,9,4,1
1557,5,5,3,2,2,4,5,6,1,3,7,2,3
1558,6,4,8,1,1,1,-1,4,1,1,13,4,1
1559,5,4,4,1,4,3,2,5,3,3,13,3,3
1560,6,4,5,8,5,5,5,4,1,1,10,3,1
1561,4,1,3,1,2,1,3,1,2,6,18,4,4
1562,4,5,5,8,5,4,5,4,3,4,15,4,3
1563,6,5,5,5,5,5,5,6,1,1,6,4,6
1564,4,3,4,8,8,1,2,1,1,2,18,3,4
1565,5,4,4,4,3,2,1,3,2,6,5,4,1
1566,5,4,4,8,5,4,8,5,2,4,10,4,2
1567,5,4,4,4,1,1,4,5,1,3,15,4,1
1568,5,5,5,8,5,5,5,5,-1,2,19,4,5
1569,1,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
1570,3,5,4,8,4,2,2,5,1,1,16,4,1
1571,6,3,4,8,8,2,8,4,1,3,13,2,2
1572,4,4,5,4,5,2,5,2,2,2,19,3,5
1573,5,2,5,2,3,2,5,3,1,3,16,4,2
1574,5,3,5,8,5,5,2,2,1,1,25,4,2
1575,5,5,5,8,4,2,4,6,1,4,12,4,1
1576,5,3,5,1,5,4,5,4,3,5,14,3,5
1577,6,5,5,1,4,3,5,6,1,-1,13,4,1
1578,6,5,5,8,5,5,5,4,1,1,22,4,4
1579,2,2,4,1,8,2,1,3,1,1,13,3,5
1580,4,2,5,8,5,5,8,5,1,1,17,2,4
1581,4,4,4,4,4,4,4,5,2,1,-1,4,5
1582,6,5,5,5,4,3,5,2,3,5,19,4,2
1583,6,2,5,8,3,8,4,1,1,1,14,4,1
1584,6,5,5,5,5,5,5,4,4,4,5,3,4
1585,6,5,5,5,5,5,1,4,6,6,16,1,6
1586,6,3,5,1,5,1,5,3,2,2,9,3,4
1587,6,5,5,8,4,5,5,6,1,1,19,4,1
1588,3,5,5,5,5,5,5,3,3,2,19,4,3
1589,-1,5,5,2,5,3,5,6,2,2,18,3,5
1590,6,5,5,2,4,2,4,5,4,6,21,3,4
1591,1,4,4,4,4,4,4,5,1,3,20,4,1
1592,6,5,5,5,5,5,5,5,5,3,17,3,6
1593,3,5,5,1,5,2,5,-1,-1,-1,-1,4,6
1594,-1,4,4,2,2,2,4,2,4,4,17,4,4
1595,4,8,8,8,8,8,8,-1,1,1,-1,4,4
1596,4,5,5,8,1,1,5,5,1,3,13,3,1
1597,5,4,5,3,8,4,5,5,3,3,14,3,3
1598,6,5,5,8,5,5,8,6,1,3,29,4,6
1599,1,1,2,8,8,2,2,5,1,4,19,2,6
1600,4,4,5,2,-1,2,4,6,1,3,20,3,1
1601,6,5,5,-1,5,5,5,6,4,4,17,2,3
1602,5,5,5,5,4,2,5,6,2,2,14,3,2
1603,1,8,8,8,8,8,8,6,3,3,-1,2,3
1604,6,5,5,8,4,4,5,6,1,4,8,4,4
1605,4,5,5,5,5,5,5,5,1,4,55,4,1
1606,-1,5,5,5,8,5,5,4,1,3,18,4,1
1607,6,5,5,8,5,5,8,6,1,4,23,2,2
1608,6,5,5,8,5,5,8,6,1,3,20,4,3
1609,2,3,4,8,1,2,4,6,1,1,24,3,2
1610,3,1,2,1,1,1,1,8,-1,-1,47,2,-1
1611,4,5,5,1,2,2,2,4,2,5,12,4,4
1612,6,5,5,8,5,4,5,6,1,1,27,4,4
1613,6,5,5,5,4,4,8,4,1,4,10,4,4
1614,6,5,5,5,5,5,5,6,1,1,21,2,1
1615,5,5,5,8,4,4,5,5,1,1,10,4,3
1616,1,5,5,8,2,4,4,6,1,3,6,4,1
1617,5,5,5,5,5,5,5,4,3,4,12,4,3
1618,6,4,5,4,5,2,4,6,1,3,21,3,3
1619,6,5,5,5,5,4,5,5,1,1,21,4,5
1620,6,5,5,8,5,3,5,5,2,4,4,4,5
1621,2,3,5,8,4,3,4,6,1,2,13,3,2
1622,6,5,5,5,5,2,5,3,1,1,11,2,1
1623,6,2,5,5,3,2,3,1,1,5,10,2,3
1624,3,5,5,5,5,5,5,6,1,1,14,4,1
1625,6,4,5,8,4,2,5,4,1,4,9,4,2
1626,4,2,4,1,4,2,2,6,1,3,10,4,1
1627,6,5,5,5,5,5,5,4,1,5,18,4,5
1629,5,5,5,8,5,8,5,5,2,5,25,4,2
1630,-1,5,5,8,4,4,8,6,1,1,5,4,1
1631,-1,5,5,5,5,5,5,6,1,2,13,4,1
1632,6,5,5,5,4,2,5,5,1,4,16,3,4
1633,4,2,4,8,4,3,1,2,1,1,8,4,3
1634,1,8,8,8,8,8,8,-1,-1,1,2,3,1
1635,6,5,5,8,8,5,8,6,1,3,20,4,4
1636,6,5,5,8,5,5,5,2,1,1,13,4,2
1637,6,5,5,5,5,4,5,6,6,3,31,4,1
1638,5,5,4,5,8,4,5,1,1,1,5,4,2
1639,6,5,5,5,5,5,5,4,1,5,12,3,3
1640,6,5,5,5,5,4,8,5,1,1,-1,4,6
1641,-1,5,4,2,4,2,2,5,2,4,9,4,4
1642,6,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
1643,5,2,2,2,2,2,2,2,4,4,21,3,4
1644,6,5,5,1,1,4,1,6,1,4,17,3,4
1645,5,5,5,8,4,2,5,6,1,2,17,4,2
1646,1,2,2,2,1,1,2,5,1,1,-1,4,4
1647,6,5,5,8,4,5,5,6,1,1,16,2,1
1648,5,5,5,5,5,4,5,5,4,4,16,4,2
1649,3,2,2,2,2,2,2,3,1,1,3,3,3
1650,6,3,4,5,2,3,5,6,1,3,16,3,1
1651,6,1,2,8,8,1,8,8,1,1,8,3,4
1652,6,4,5,8,5,5,5,4,2,4,10,4,6
1653,1,5,5,1,5,5,5,6,6,6,-1,4,4
1654,1,5,5,5,1,1,1,1,6,1,18,5,1
1655,3,2,3,1,2,2,4,4,3,3,-1,3,3
1656,6,2,5,8,5,1,5,8,1,4,15,2,6
1657,3,1,5,1,1,4,5,8,1,3,18,3,6
1658,1,5,5,1,5,1,5,6,1,2,4,1,1
1659,5,5,5,4,5,3,4,4,2,3,17,4,5
1660,4,3,4,2,5,2,3,5,1,1,12,2,2
1661,5,5,5,5,5,5,5,5,3,3,18,4,3
1662,5,5,5,8,5,5,5,5,1,4,19,4,3
1663,5,5,5,8,5,5,8,6,5,1,25,4,3
1664,5,1,3,8,1,8,8,8,2,1,17,4,5
1665,5,3,3,2,4,2,3,5,1,4,13,4,3
1666,6,4,5,8,5,5,5,4,3,3,10,4,5
1667,5,5,5,5,5,5,5,5,3,4,30,4,4
1668,6,5,5,5,5,5,5,6,1,1,6,4,1
1669,4,5,5,5,5,5,5,6,1,4,21,4,5
1670,-1,2,2,2,2,1,2,2,1,4,27,4,2
1671,6,5,5,5,5,5,5,6,6,6,-1,5,6
1672,4,4,4,2,4,1,1,3,1,4,11,4,2
1673,5,2,4,2,5,2,4,3,1,6,21,2,6
1674,6,4,4,2,3,4,4,1,2,2,17,2,2
1675,6,5,5,8,5,1,5,6,1,1,6,2,1
1676,4,1,5,1,2,1,4,1,1,2,16,4,2
1677,4,-1,-1,-1,-1,-1,-1,-1,1,1,-1,3,3
1678,5,5,5,8,5,2,5,6,3,3,14,3,5
1679,6,4,3,2,2,8,4,5,1,5,10,4,5
1680,4,5,5,5,5,2,5,5,2,1,18,4,2
1681,5,1,2,1,2,1,1,8,3,2,15,4,2
1682,5,5,5,8,5,2,8,6,1,2,12,3,1
1683,3,1,4,8,2,2,2,8,1,3,18,4,3
1684,4,2,2,1,2,1,1,2,4,4,20,4,3
1685,5,5,5,8,5,5,5,6,1,3,10,4,4
1686,6,8,5,5,5,5,4,-1,5,5,7,1,5
1687,6,1,5,1,5,5,4,1,3,5,10,2,5
1688,6,8,4,8,8,2,3,1,1,4,4,3,1
1689,5,4,2,5,2,4,5,6,5,4,14,3,5
1690,5,2,5,8,5,3,4,1,4,5,26,3,6
1691,3,3,2,1,1,2,2,5,2,2,18,4,4
1692,3,5,5,5,4,4,5,6,4,4,21,3,4
1693,5,5,5,4,4,2,5,4,2,3,19,3,4
1694,5,5,5,8,5,5,5,6,1,1,19,1,6
1695,6,4,4,1,4,4,4,5,5,4,35,3,4
1696,6,2,4,1,2,1,4,3,1,4,10,2,2
1697,6,5,5,4,5,4,5,6,1,4,12,1,6
1698,6,5,5,8,5,5,5,6,6,6,18,4,5
1699,1,8,8,8,8,8,8,-1,-1,1,9,5,1
1700,5,3,3,5,2,1,4,2,3,3,18,3,5
1701,6,1,2,1,1,1,2,2,3,3,20,4,6
1702,4,8,8,8,8,8,8,-1,-1,-1,-1,2,4
1703,5,8,8,8,8,8,8,-1,-1,1,-1,-1,6
1704,6,5,5,5,5,4,8,6,2,2,22,3,6
1705,6,5,5,5,8,5,5,2,5,4,17,2,6
1706,6,3,5,8,5,8,8,6,6,6,17,1,6
1707,6,5,5,5,5,5,5,6,1,1,18,4,1
1708,3,8,8,8,8,8,8,6,3,1,-1,4,6
1709,6,5,5,5,5,5,5,2,1,4,12,3,6
1710,4,5,5,5,5,5,5,5,3,4,21,3,4
1711,5,4,5,1,2,2,3,6,4,3,13,4,6
1712,5,3,5,8,3,2,4,4,2,4,6,2,5
1713,6,-1,5,5,5,4,5,6,4,5,4,2,5
1714,5,5,5,8,5,5,5,4,4,3,5,3,4
1715,6,4,5,8,5,8,5,2,4,3,23,3,6
1716,6,3,5,1,2,2,4,6,6,2,18,1,5
1717,6,2,5,5,5,5,5,3,1,6,13,3,6
1718,6,2,2,8,5,5,5,1,1,5,45,4,3
1719,6,4,5,3,5,5,5,5,2,5,10,2,3
1720,6,5,5,5,5,5,5,4,1,3,16,4,1
1721,6,5,5,8,5,2,5,6,5,3,8,3,1
1722,2,2,4,1,1,2,4,1,1,1,10,3,1
1723,5,2,5,5,2,3,5,5,2,1,14,2,4
1724,6,5,5,5,5,5,5,4,1,5,30,5,2
1725,6,2,5,8,5,8,4,2,1,3,16,4,3
1726,-1,5,5,5,5,8,5,6,1,2,12,3,2
1727,6,5,5,8,4,2,5,4,1,4,30,4,2
1728,5,5,5,8,5,5,5,6,2,1,12,3,3
1729,6,1,4,1,1,3,4,8,1,1,14,4,5
1730,5,5,4,3,3,3,4,6,2,4,20,4,4
1731,4,5,5,5,4,4,5,2,1,3,18,4,3
1732,6,3,3,3,3,3,3,5,1,1,13,3,6
1733,4,3,3,3,3,3,3,4,3,3,19,3,3
1734,4,5,5,1,5,5,5,4,1,1,13,4,4
1735,5,5,2,5,8,1,4,6,4,2,6,3,5
1736,6,8,8,8,8,8,8,6,1,1,-1,3,6
1737,-1,5,5,5,5,5,5,-1,1,1,8,3,1
1738,6,5,5,8,5,5,5,1,1,1,14,4,1
1739,6,5,5,8,5,5,5,6,1,1,11,-1,1
1740,6,5,5,5,5,5,5,6,4,4,8,3,6
1741,2,4,5,8,2,5,3,5,1,2,15,1,3
1742,6,3,5,1,5,2,4,3,5,5,13,1,6
1743,4,5,5,5,5,5,5,6,1,1,19,2,2
1744,6,3,5,1,5,1,5,3,5,6,14,4,6
1746,4,4,5,4,3,4,5,4,2,2,16,4,4
1747,6,5,5,5,5,5,5,6,1,1,-1,3,1
1748,-1,5,5,5,5,5,5,6,-1,5,4,3,5
1749,1,5,4,5,2,2,4,3,1,1,4,-1,1
1750,6,2,5,5,4,8,5,6,1,1,11,4,1
1751,5,5,5,4,5,4,4,4,3,4,32,3,3
1752,5,4,5,5,5,5,5,6,2,2,23,3,3
1753,4,5,4,4,4,5,4,4,2,5,20,3,5
1754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1755,5,5,4,1,4,1,4,5,1,5,12,2,3
1756,6,2,2,2,8,2,2,2,1,5,18,4,6
1757,6,5,5,5,5,5,5,5,2,2,7,3,3
1758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,-1,-1
1759,3,2,2,2,1,1,2,2,2,3,11,1,4
1760,6,3,5,8,5,1,4,5,3,4,7,4,5
1761,6,5,5,5,5,5,5,5,1,4,9,4,6
1762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1763,6,5,5,5,5,5,5,6,1,1,10,5,2
1764,2,1,2,1,2,1,1,8,-1,-1,13,4,1
1765,2,2,2,1,1,1,1,1,6,6,5,2,2
1766,6,5,5,8,4,2,5,6,-1,1,5,5,1
1767,6,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1
1768,6,5,5,5,5,5,5,-1,-1,6,4,2,4
1769,1,5,5,5,5,5,-1,4,2,1,12,4,1
1771,6,5,5,5,5,5,5,2,5,5,25,3,6
1772,4,8,8,8,8,8,8,8,1,1,17,4,5
1773,3,3,5,8,5,2,3,3,2,4,-1,4,2
1774,1,8,8,8,8,8,8,1,1,3,-1,2,3
1775,2,3,4,8,8,8,4,6,3,3,19,2,1
1776,5,5,5,1,4,2,5,5,2,2,27,3,4
1777,1,3,5,5,5,5,8,6,1,2,24,3,1
1778,6,4,5,8,5,4,5,3,1,4,18,4,4
1779,2,1,1,1,1,1,1,2,2,2,24,2,2
1780,5,5,5,5,5,5,5,6,4,4,14,2,5
1781,4,5,5,8,8,2,5,2,2,4,23,4,4
1782,5,5,4,1,8,8,5,6,1,2,12,4,4
1783,3,5,5,5,5,5,5,3,1,1,16,2,3
1784,-1,5,5,4,5,2,8,6,2,2,20,2,3
1785,1,4,5,2,5,2,4,4,1,2,14,2,1
1786,5,2,3,5,2,1,4,3,1,3,15,3,4
1787,1,8,8,8,8,8,8,6,1,1,-1,1,4
1788,6,2,5,1,2,5,5,3,1,1,13,3,1
1789,4,2,4,1,5,2,2,2,5,6,9,1,4
1790,5,5,4,3,2,2,2,4,4,3,13,4,6
1791,6,4,4,2,2,2,5,6,3,4,11,2,4
1792,6,5,5,2,5,8,5,4,4,6,11,2,6
1793,6,3,5,5,4,1,5,3,5,5,12,4,6
1794,6,4,5,4,8,3,8,6,2,3,30,4,5
1795,4,2,4,2,2,2,-1,6,4,3,-1,3,4
1796,6,5,5,8,5,2,5,5,5,5,13,3,6
1797,6,5,5,5,5,3,5,2,2,2,15,2,5
1798,5,2,4,1,2,8,2,6,2,6,-1,1,5
1799,6,5,5,5,5,5,5,6,1,1,15,4,6
1800,6,5,4,3,5,1,2,6,4,4,15,4,4
1801,6,2,4,1,5,1,4,3,2,2,14,4,5
1802,5,2,5,1,8,2,5,4,1,3,8,4,6
1803,4,5,5,5,5,2,4,3,3,5,16,4,6
1804,5,5,5,5,5,5,5,1,3,5,11,2,3
1805,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,13,2,3
1806,4,1,3,1,1,1,1,8,-1,5,5,3,6
1807,2,5,5,2,4,2,5,6,1,2,15,4,6
1808,6,4,5,5,4,1,4,5,4,5,11,4,6
1809,5,5,4,5,5,4,5,6,4,2,6,3,5
1810,6,2,3,1,1,1,2,3,1,4,12,4,6
1811,6,2,2,2,2,2,1,3,3,3,12,2,6
1812,3,5,5,1,5,2,5,6,1,4,8,2,3
1813,4,3,4,2,2,1,2,2,5,5,14,3,4
1814,5,5,5,5,5,5,5,6,1,1,15,3,4
1815,5,4,4,1,2,1,4,5,2,4,8,-1,6
1816,4,5,5,5,2,2,3,6,1,1,12,3,6
1817,6,5,5,5,5,5,5,6,4,5,16,4,4
1818,2,2,4,1,4,4,3,1,2,4,19,4,6
1819,-1,5,5,3,3,1,3,2,5,5,19,2,6
1820,6,3,3,8,8,8,5,1,1,1,14,5,6
1821,5,5,5,1,1,5,5,3,5,1,18,4,5
1822,1,5,5,5,5,5,5,1,5,5,6,2,2
1823,6,-1,-1,-1,8,8,8,8,1,1,20,2,1
1824,3,8,8,8,8,8,8,6,1,1,11,3,1
1825,5,2,2,1,2,1,2,5,1,4,12,5,6
1826,5,5,5,8,5,5,5,6,2,3,10,4,6
1827,4,5,5,5,5,5,5,5,1,1,5,4,1
1828,5,2,5,5,1,1,5,6,6,6,18,4,3
1829,6,5,5,8,5,8,5,6,3,3,9,2,6
1830,4,4,5,8,5,8,5,5,1,1,22,1,3
1831,6,3,5,1,2,4,5,4,2,2,13,3,6
1832,1,2,2,2,2,2,2,6,1,3,21,3,6
1833,6,5,5,5,5,5,5,6,1,1,17,4,1
1834,4,5,5,8,3,5,4,6,3,4,16,4,5
1835,4,5,5,5,5,5,5,4,3,4,18,4,5
1836,4,3,5,8,8,8,5,2,3,4,10,4,6
1837,5,5,5,8,8,4,5,6,2,5,13,3,6
1838,3,4,5,5,5,5,5,6,5,5,7,2,6
1839,4,2,4,8,8,2,3,5,5,4,13,4,6
1840,5,5,5,8,5,5,5,6,6,4,16,4,6
1841,5,5,5,5,5,1,5,3,5,4,6,4,6
1842,3,2,3,1,5,1,3,8,2,1,8,5,6
1843,6,5,5,8,5,4,4,6,2,3,5,3,6
1844,6,5,5,5,5,5,5,6,5,6,20,5,6
1845,6,5,5,8,5,5,5,5,3,4,5,2,6
1846,6,5,5,5,5,2,5,6,1,3,15,4,6
1847,6,3,5,8,4,4,5,1,3,4,20,3,6
1848,5,4,5,8,5,8,5,5,2,3,13,4,6
1849,6,3,5,1,4,1,5,4,3,2,12,4,6
1850,5,1,4,8,8,8,8,8,1,2,27,2,6
1851,4,4,5,8,5,2,5,6,4,5,15,3,6
1852,6,5,5,8,5,5,8,6,1,1,18,3,6
1853,4,2,5,8,8,-1,2,4,1,4,12,3,3
1854,4,2,2,2,2,2,2,3,1,1,12,3,3
1855,3,4,4,5,5,5,5,5,4,3,16,2,3
1856,6,4,5,2,8,5,1,5,6,6,24,5,6
1857,5,5,5,5,5,5,5,4,2,3,18,4,5
1858,6,2,5,1,2,2,2,5,4,4,19,4,5
1859,1,5,5,5,5,5,5,1,1,6,8,4,1
1860,5,2,4,8,5,2,2,5,1,4,14,2,2
1861,6,5,5,5,4,5,5,6,5,5,12,4,6
1862,6,5,5,5,5,4,5,6,2,5,12,3,5
1863,5,3,3,4,1,1,4,6,2,4,18,4,5
1864,3,2,3,4,1,2,3,2,4,3,14,3,2
1865,6,4,5,5,-1,4,3,4,4,4,18,2,4
1866,6,5,4,5,3,4,5,5,4,3,22,3,5
1867,6,4,4,4,4,4,-1,4,5,4,18,4,5
1868,6,3,5,2,5,2,2,6,1,1,17,3,6
1869,6,5,5,5,5,5,5,6,6,5,12,3,4
1870,6,4,5,1,2,5,5,6,5,3,2,4,1
1871,6,5,5,4,5,5,5,6,1,1,15,3,6
1872,3,2,2,1,1,1,1,6,3,4,10,4,5
1873,1,-1,-1,-1,-1,-1,-1,6,1,1,-1,2,1
1874,6,5,5,5,5,5,5,5,5,1,14,3,1
1875,-1,4,5,8,5,5,-1,5,-1,5,7,2,5
1876,6,3,5,5,4,1,5,6,4,4,18,4,6
1877,4,4,4,2,2,2,2,5,4,3,18,4,5
1878,6,2,5,8,5,2,5,4,5,6,15,4,6
1879,6,4,4,2,2,2,5,5,1,2,13,4,3
1880,4,4,5,5,8,1,8,3,3,4,12,4,5
1881,5,8,8,8,8,8,8,1,1,1,99,1,4
1882,6,4,5,8,4,2,5,5,5,6,10,3,6
1883,1,2,4,2,2,4,5,6,1,1,18,3,1
1884,6,5,5,5,5,5,5,6,1,1,16,3,6
1885,6,4,5,8,5,2,8,-1,1,6,5,3,6
1886,4,5,5,-1,5,5,5,3,3,4,10,4,5
1887,5,5,5,5,5,5,5,6,1,1,20,4,5
1888,1,8,8,8,8,8,8,-1,-1,1,-1,-1,-1
1889,6,8,8,8,8,8,8,-1,-1,-1,-1,1,4
1890,6,5,-1,5,5,-1,5,6,2,4,17,2,6
1891,1,8,8,8,8,8,8,6,1,2,-1,2,5
1892,3,5,5,5,5,5,5,4,1,2,17,3,1
1893,6,5,5,5,5,5,5,6,5,4,18,3,3
1894,5,5,5,8,8,4,5,6,1,4,15,3,5
1895,6,4,5,2,4,8,4,5,3,6,10,1,6
1896,6,1,5,1,1,1,3,8,1,6,11,1,6
1897,6,5,5,5,5,5,5,6,1,2,14,4,6
1898,6,5,5,5,5,5,5,6,4,4,19,3,4
1899,3,4,5,5,5,5,5,2,5,4,18,-1,-1
1900,6,1,5,5,5,2,1,1,1,1,11,4,3
1901,6,1,5,1,1,1,5,4,3,1,16,1,6
1902,6,4,5,5,4,2,5,3,3,3,8,4,6
1903,6,5,5,4,4,3,5,5,2,4,24,3,6
1904,4,5,5,5,5,5,5,5,1,2,8,4,4
1905,5,4,5,5,4,2,4,4,2,5,5,4,5
1906,2,1,1,1,1,1,1,4,1,1,15,4,2
1907,6,5,8,8,8,8,8,6,1,1,16,3,6
1908,-1,1,2,1,1,2,2,8,5,1,19,2,6
1909,6,4,5,2,2,4,3,5,3,4,21,5,6
1910,5,2,4,1,1,1,4,3,2,2,16,1,4
1911,6,5,5,5,5,8,4,5,4,4,12,4,3
1912,5,4,5,2,3,5,3,4,1,3,17,5,6
1913,3,2,5,8,8,2,5,2,6,6,8,2,6
1914,3,2,4,1,5,1,2,4,4,4,5,4,4
1915,-1,2,4,1,4,1,4,1,2,5,19,1,1
1916,5,5,5,8,5,5,5,6,1,2,19,4,2
1917,6,4,5,8,5,5,5,6,1,2,14,4,6
1918,6,5,5,5,5,5,5,5,1,1,6,3,1
1919,-1,2,1,2,3,3,1,3,3,3,99,2,2
1920,4,4,5,8,5,4,5,6,3,3,12,4,3
1921,6,5,5,5,5,5,5,6,1,1,4,4,3
1922,6,5,5,5,5,2,5,6,2,2,10,4,6
1923,5,2,4,8,2,1,8,3,2,3,5,5,6
1924,6,5,5,5,5,5,5,6,1,1,28,4,5
1925,6,5,5,3,8,8,5,6,5,1,22,5,6
1926,3,2,5,2,4,3,4,2,3,3,16,2,3
1927,4,1,3,1,1,1,2,8,1,1,11,3,6
1928,1,5,5,2,2,5,5,6,1,1,12,2,1
1929,6,5,5,4,5,5,5,6,1,1,24,4,1
1930,6,4,5,8,4,1,2,2,1,1,23,3,1
1931,6,4,5,8,5,5,5,1,2,4,13,3,1
1932,6,5,5,5,5,4,5,5,2,3,13,4,5
1933,6,5,5,4,5,5,5,6,1,1,6,3,6
1934,5,5,5,3,4,2,5,4,1,4,12,4,3
1935,6,5,4,1,4,1,2,6,1,3,18,3,5
1936,6,4,4,2,5,2,5,2,1,2,4,4,6
1937,6,4,5,1,5,4,5,6,2,5,19,2,6
1938,4,5,5,4,5,5,5,4,2,3,9,4,6
1939,3,5,5,5,5,5,8,6,1,1,16,3,1
