,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f
4382,6,1,1,3,3,1,6,1,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,6,1,6,3,6,6,6,1,6,3,3,3,3,1,3,3
4383,1,6,6,2,-1,1,4,1,6,4,4,5,2,3,3,-1,-1,-1,-1,-1,-1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4384,6,4,3,3,3,1,4,1,5,1,3,5,4,2,2,2,2,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,3,2,3,3,3
4385,1,5,3,-1,-1,1,1,1,3,3,1,5,4,3,6,2,2,1,8,8,1,1,5,2,1,1,1,1,1,4,4,1,1,2,4,1,1,1,1
4386,2,1,3,2,-1,1,4,1,5,5,4,6,3,5,5,2,2,2,2,2,2,2,2,4,4,4,5,1,1,1,1,1,1,2,2,2,2,2,2
4387,2,6,6,2,2,1,3,1,6,5,5,5,3,5,5,1,1,1,8,8,2,2,4,4,6,1,4,2,4,4,6,1,3,2,4,4,6,1,3
4388,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4389,5,3,6,2,2,1,3,1,6,3,2,4,5,4,6,2,2,2,2,2,2,3,3,1,6,6,3,3,6,1,6,5,4,4,6,1,6,6,3
4390,5,6,2,4,3,1,1,1,1,4,6,4,5,4,4,2,2,2,2,2,2,1,2,5,6,1,3,1,1,1,2,1,3,2,2,1,1,1,2
4391,2,6,6,3,3,1,1,1,1,6,3,6,3,3,3,2,2,2,2,2,2,2,3,4,2,1,2,1,2,2,1,1,1,-1,-1,-1,-1,-1,-1
4392,1,6,6,3,3,1,1,1,5,6,3,6,3,5,5,2,2,2,2,2,2,2,2,4,6,1,2,1,1,1,1,1,1,2,1,1,1,1,1
4393,1,6,6,3,-1,1,2,1,6,2,3,2,2,5,3,2,2,2,2,2,2,2,2,3,6,1,2,1,1,2,6,1,3,2,1,3,6,1,2
4394,5,4,6,-1,-1,1,6,1,6,6,6,6,4,5,5,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,3,2,3,2,2
4395,3,1,1,3,3,1,4,1,5,5,4,5,4,6,6,2,2,1,1,1,2,4,5,4,6,5,4,2,4,4,5,5,4,2,2,4,4,2,3
4396,3,6,6,-1,3,1,2,1,2,1,1,1,1,6,6,1,1,1,2,3,1,4,4,6,6,6,4,4,6,6,6,6,3,4,4,6,6,6,4
4397,2,4,4,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2
4398,3,2,2,2,2,1,1,1,6,5,6,6,4,5,5,2,1,2,1,1,2,1,2,2,6,4,2,1,2,2,6,4,2,2,2,2,6,4,2
4399,1,-1,-1,-1,-1,1,1,-1,-1,2,1,2,6,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1
4400,4,5,6,3,-1,1,6,1,6,3,3,4,5,5,5,1,1,1,1,1,1,4,4,5,6,1,2,2,3,5,6,1,2,4,4,4,6,1,2
4401,3,1,1,1,1,1,6,1,6,6,6,6,3,6,3,1,1,1,1,1,1,2,2,6,6,6,6,2,2,6,6,6,6,3,3,6,6,6,6
4402,6,6,5,2,3,1,6,1,6,6,5,1,5,6,6,3,3,3,3,3,3,2,3,4,6,1,2,1,2,3,6,1,2,1,2,2,2,2,1
4403,2,3,3,1,2,1,1,1,6,5,4,5,2,6,6,1,1,2,2,2,3,1,2,3,6,4,2,1,2,1,1,4,2,1,2,1,1,4,2
4404,6,2,3,2,2,1,2,1,6,6,4,6,4,5,5,1,1,2,1,1,3,2,4,6,6,4,3,2,2,6,6,1,2,2,2,6,6,1,2
4405,6,1,1,3,1,1,5,1,6,6,1,5,5,5,6,1,1,1,1,1,1,2,4,6,6,5,3,1,1,4,2,4,4,1,1,1,1,1,1
4406,6,1,2,1,-1,1,1,1,1,6,6,6,5,5,-1,2,2,2,2,2,2,2,2,6,2,-1,2,2,2,6,2,1,2,2,1,1,1,1,1
4407,4,3,4,3,3,1,5,1,6,6,1,3,4,3,5,2,2,1,3,2,1,5,4,5,3,3,6,4,5,6,6,1,6,5,3,5,6,6,6
4408,1,1,3,1,2,1,3,1,6,5,3,3,5,5,5,1,1,1,1,1,1,2,6,6,6,6,2,1,6,6,6,6,2,2,5,6,6,6,2
4409,2,2,3,-1,-1,1,1,1,4,4,4,4,3,5,5,1,1,1,1,1,1,2,2,4,6,6,4,2,2,4,6,6,4,2,2,2,4,4,2
4410,6,2,5,-1,2,1,1,1,5,6,4,5,3,3,5,2,2,2,2,2,2,1,5,4,5,2,1,1,5,2,5,2,1,1,5,3,5,1,1
4411,3,1,1,1,1,1,1,1,6,6,1,6,5,1,4,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4412,3,6,6,3,4,1,6,1,6,5,1,5,2,2,2,1,2,3,2,1,2,1,1,4,5,1,3,1,6,5,5,1,4,1,1,3,2,1,1
4413,1,4,5,2,2,1,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,2,4,5,6,6,4,1,3,2,6,5,1,1,1,3,3,4,1
4414,6,1,1,3,3,1,4,1,6,5,2,3,3,3,3,2,1,2,1,1,1,6,6,6,6,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4415,2,3,5,3,3,1,4,1,4,4,3,5,5,5,5,1,1,2,2,2,2,3,4,4,3,3,3,1,2,2,3,3,-1,3,3,4,4,3,3
4416,2,1,2,2,1,0,1,1,6,3,3,3,3,6,6,1,1,2,1,1,2,2,3,6,1,1,3,3,3,3,1,1,2,2,3,3,1,1,1
4417,6,3,2,3,3,1,1,1,1,2,2,6,3,3,3,2,2,2,2,2,2,2,4,6,6,5,5,1,1,6,6,4,1,1,1,1,1,1,1
4418,2,5,3,-1,-1,1,4,1,6,6,6,6,4,4,3,-1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4419,3,4,3,2,2,1,4,1,6,6,3,6,4,6,6,2,2,2,2,2,2,4,4,2,6,2,3,4,4,3,6,3,4,4,4,3,6,4,4
4420,1,6,6,-1,-1,1,6,1,6,6,5,6,2,5,6,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1
4421,1,6,6,3,3,1,1,1,2,6,6,6,4,2,2,2,2,2,2,2,2,1,5,6,6,1,1,1,5,1,1,1,1,1,1,1,1,1,1
4422,4,5,5,4,-1,1,5,1,5,4,2,6,3,5,6,2,2,2,2,2,2,1,2,3,4,1,2,1,2,3,3,1,2,1,2,3,3,1,2
4423,3,3,2,3,2,1,2,1,5,6,6,6,-1,3,4,-1,-1,2,2,2,2,2,2,6,2,1,1,1,2,3,1,1,1,1,2,1,2,1,1
4424,1,1,2,2,2,1,4,1,6,4,5,-1,3,3,4,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4425,2,3,5,3,-1,1,2,1,6,5,5,4,3,4,5,2,2,3,3,3,3,2,2,3,6,2,1,1,2,1,1,1,1,1,1,1,1,1,1
4426,1,5,3,1,1,1,2,1,6,5,5,5,3,6,6,1,2,2,1,2,1,2,3,6,4,1,3,2,3,4,1,1,2,1,2,2,1,1,1
4427,3,5,3,3,2,1,4,1,3,1,1,1,6,2,6,2,3,2,2,3,2,1,1,6,6,6,3,1,1,6,6,6,2,1,1,6,6,6,2
4428,3,4,5,3,3,1,3,1,6,4,6,6,5,5,3,2,2,2,2,2,2,-1,2,2,3,4,1,2,2,2,4,4,1,1,4,4,1,4,1
4429,6,2,2,2,2,1,6,1,6,3,3,5,4,3,6,2,2,2,2,2,2,4,4,6,6,1,4,3,5,6,3,3,3,1,1,1,1,1,1
4430,6,3,2,3,-1,1,1,1,6,3,3,5,3,5,6,2,2,2,2,2,1,2,4,6,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4431,5,3,3,2,2,1,3,1,5,3,1,3,3,2,2,2,2,2,1,2,2,1,2,5,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1
4432,4,5,6,-1,2,1,4,1,6,3,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,3,4,-1,3,-1,-1,3,-1,3,3,4,4,4,2,5,4,2,3
4433,6,5,4,-1,-1,1,4,1,6,3,3,3,2,2,2,2,2,2,2,2,2,1,-1,6,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,6,1,1
4434,1,1,1,-1,-1,1,4,1,6,4,6,6,2,3,3,8,8,8,8,8,8,2,2,2,6,1,3,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1
4435,4,5,4,3,3,1,6,1,6,3,6,3,3,3,3,8,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4436,1,2,1,1,4,1,5,1,6,2,4,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1
4437,2,4,4,3,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,2,4,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4438,1,3,6,4,3,1,5,1,6,3,5,3,5,5,5,2,2,2,1,1,1,2,4,3,6,4,4,4,4,3,6,4,4,2,3,2,6,3,2
4439,6,6,3,4,4,1,6,1,6,6,6,6,6,6,5,1,1,1,1,2,1,6,5,6,6,1,6,6,6,6,6,1,6,6,6,6,6,1,6
4440,3,2,1,2,2,1,6,1,6,6,4,3,6,6,6,8,3,3,3,3,3,5,6,6,6,6,6,2,2,2,6,5,2,4,2,4,6,6,2
4441,3,4,2,2,2,1,1,1,1,4,5,5,6,6,5,1,1,1,1,1,1,2,3,5,6,1,2,2,2,4,-1,1,2,3,2,-1,6,1,2
4442,1,6,6,4,3,1,5,1,6,5,6,4,6,2,5,8,8,2,1,8,2,1,2,6,6,2,2,1,1,1,2,1,1,1,1,1,1,1,1
4443,1,6,5,-1,-1,-1,1,1,6,-1,5,-1,5,4,5,8,8,2,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4444,6,5,5,2,4,1,3,1,3,6,6,6,6,5,6,2,2,3,2,2,2,4,6,6,6,4,6,3,3,3,3,3,3,3,4,3,4,2,4
4445,2,6,5,3,3,1,2,1,6,1,3,5,2,2,3,2,2,3,1,1,1,2,5,1,6,2,1,1,1,1,1,1,1,2,1,2,6,1,1
4446,6,6,5,3,3,1,3,1,6,1,2,4,5,5,4,2,1,2,2,2,1,3,3,2,5,3,1,3,1,1,3,1,1,2,1,1,4,1,1
4447,6,6,6,3,-1,1,6,1,6,6,3,4,3,3,3,1,2,2,2,2,2,3,5,6,6,6,6,3,4,4,4,4,4,3,4,4,4,4,4
4448,2,3,3,3,-1,1,5,-1,5,3,1,5,3,4,4,2,2,2,2,2,2,-1,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1
4449,6,6,6,4,3,1,6,1,6,6,6,6,6,6,6,1,1,1,1,1,1,3,4,6,6,1,3,3,4,6,5,1,4,3,3,6,5,1,5
4450,4,4,3,3,3,1,4,1,6,2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,1,2,1,2,2,1,1,1,2,3,2,4,1,1
4451,1,2,2,3,1,1,2,1,6,4,4,6,3,6,-1,1,1,2,2,2,2,1,2,3,3,6,6,2,2,3,3,6,6,2,2,3,5,3,1
4452,1,2,2,3,4,1,2,1,6,4,1,6,5,6,6,2,2,8,2,8,3,2,5,2,6,1,1,1,4,1,1,1,1,1,4,1,1,1,1
4453,3,3,6,2,-1,1,3,1,6,6,4,6,5,3,5,1,1,1,1,1,1,2,5,5,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2
4454,4,6,4,3,3,1,6,1,6,6,6,6,3,3,6,1,2,1,1,1,1,1,4,4,4,4,4,1,1,4,4,4,4,1,1,2,2,2,2
4455,6,6,6,3,-1,1,6,1,6,6,6,6,6,6,6,2,2,2,2,2,2,4,4,6,6,6,5,4,4,4,6,1,5,3,-1,3,-1,4,3
4456,4,4,4,3,3,1,4,-1,3,4,4,4,3,4,3,1,2,2,1,1,2,3,4,4,3,3,4,4,3,5,4,3,4,3,2,4,3,2,4
4457,2,3,3,3,-1,1,5,1,6,3,3,5,6,6,6,2,2,2,1,1,2,1,4,6,6,1,2,2,4,5,6,1,2,1,2,4,6,1,2
4458,1,3,6,3,2,1,6,1,6,6,4,6,5,3,4,2,2,2,2,2,2,4,4,5,5,2,3,4,4,5,3,1,1,2,2,2,2,1,1
4459,6,6,5,2,1,1,1,-1,1,6,3,2,1,6,6,3,1,1,2,1,1,2,2,2,5,5,5,3,3,2,6,2,5,2,2,2,2,2,2
4460,6,6,4,3,2,1,5,1,6,6,4,6,3,3,5,1,2,2,2,1,2,2,5,4,6,1,3,2,6,4,4,1,3,2,6,2,4,1,3
4461,5,6,5,3,3,1,6,1,6,3,5,-1,3,3,3,1,1,3,1,1,2,5,5,6,6,2,4,3,3,4,4,1,2,2,2,5,5,1,2
4462,4,2,3,3,-1,1,6,-1,6,6,4,5,5,5,6,2,2,2,3,2,2,3,3,6,6,3,2,2,2,2,2,1,2,2,2,2,2,1,2
4463,1,5,3,2,2,1,4,1,6,5,6,6,3,3,3,2,1,2,2,1,1,2,2,5,4,5,5,2,2,2,3,3,2,2,2,2,2,2,3
4464,1,6,5,1,1,1,1,1,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1
4465,1,4,6,3,2,1,2,1,6,6,4,6,5,6,6,2,2,2,2,2,1,2,3,6,6,6,2,1,4,4,6,5,5,3,6,6,6,6,2
4466,2,2,2,1,2,1,6,1,6,1,1,2,3,3,6,1,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,1,2,2,5,5,4,1
4467,2,1,1,3,3,1,2,1,3,4,4,4,4,4,3,1,1,2,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4468,5,4,3,3,3,1,6,1,6,6,3,6,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1
4469,1,2,5,2,-1,1,1,1,1,6,1,6,6,6,6,2,2,2,2,2,2,1,1,2,6,1,1,1,2,6,6,2,1,1,2,6,6,1,1
4470,6,5,6,2,2,1,6,1,6,6,6,6,3,6,6,1,1,2,2,2,1,1,3,3,6,2,2,1,2,2,6,2,2,1,2,2,3,1,2
4471,6,6,6,2,2,1,6,1,6,6,6,6,6,6,6,3,3,3,8,8,3,4,4,6,6,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4472,1,2,2,3,2,1,6,1,6,5,3,6,6,6,6,2,2,2,2,2,2,1,3,1,3,1,1,1,3,1,3,1,1,1,3,1,3,1,1
4473,3,5,6,2,2,1,4,1,-1,1,1,1,1,6,6,8,8,2,8,8,2,1,3,6,6,6,6,1,4,6,6,1,6,2,1,1,1,6,2
4474,1,2,2,2,2,1,2,1,4,4,2,5,4,6,6,1,1,2,1,1,2,1,5,5,5,2,2,1,2,4,1,1,1,1,2,4,1,1,1
4475,2,4,3,-1,-1,1,4,1,6,4,3,3,3,3,3,2,2,2,2,2,2,1,6,5,5,5,3,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
4476,2,4,3,-1,-1,1,4,1,6,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,3,1,2,1,1,1,1,1,1,2,2,1,1,1,1
4477,5,2,2,3,3,1,1,1,6,6,3,5,2,3,5,1,2,2,3,1,2,1,3,2,5,4,3,2,4,3,6,3,4,2,3,1,4,6,3
4478,4,6,3,1,3,1,2,1,6,2,6,6,2,2,4,2,2,2,2,2,2,2,6,1,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3
4479,6,4,5,1,1,1,2,1,5,6,6,5,4,4,4,1,1,1,1,1,1,3,4,5,6,1,4,2,2,4,4,1,2,1,1,3,2,1,1
4480,2,4,2,4,1,1,6,1,6,5,3,6,2,6,5,1,2,2,1,1,2,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4481,2,3,2,3,3,1,6,1,5,5,4,3,2,3,1,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4482,4,6,4,3,3,1,3,1,1,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
4483,6,3,2,2,-1,1,5,1,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
4484,3,4,5,2,1,1,2,1,6,6,5,6,3,4,5,1,2,1,1,1,3,2,5,6,6,1,4,2,4,6,6,1,2,1,1,4,4,1,1
4485,6,1,2,3,-1,1,1,1,1,1,1,-1,3,3,3,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4486,3,4,4,2,2,1,1,1,1,2,4,2,3,4,4,1,2,2,3,3,2,2,3,4,5,1,2,2,3,4,5,1,3,2,3,4,5,1,2
4487,4,4,2,2,2,1,5,1,5,3,3,6,3,4,3,1,1,1,1,1,1,2,3,3,5,1,3,2,2,6,6,1,3,3,2,6,6,1,3
4488,2,3,2,4,-1,1,4,1,5,6,5,6,4,6,6,2,2,2,2,1,2,2,2,3,3,2,1,2,2,3,3,1,1,2,2,3,3,1,1
4489,3,2,2,3,3,1,1,1,1,5,1,3,6,6,6,2,2,2,2,2,2,2,5,5,6,6,2,-1,-1,-1,-1,-1,-1,2,5,5,6,6,2
4490,6,1,1,4,1,-1,6,-1,3,3,3,6,5,2,2,2,8,8,2,1,-1,5,5,6,3,3,3,3,3,3,3,4,5,4,6,6,6,1,1
4491,1,1,2,2,-1,1,1,1,6,5,5,6,2,5,5,-1,-1,-1,-1,-1,1,1,5,5,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1
4492,6,5,2,-1,3,1,6,1,6,6,6,6,5,5,6,3,3,3,3,3,3,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1
4493,2,3,2,3,1,1,2,1,6,4,6,4,6,2,6,1,2,1,1,1,1,2,2,6,6,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4494,1,1,2,2,-1,1,3,-1,6,1,1,3,2,1,3,2,1,2,1,2,2,2,2,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1
4495,6,3,5,4,-1,-1,6,-1,6,6,6,6,4,6,5,2,2,2,1,3,8,2,2,5,5,3,2,2,2,6,6,4,2,2,-1,2,6,6,6
4496,5,4,3,2,-1,1,1,1,6,3,3,4,1,5,5,1,1,1,1,1,1,1,4,6,6,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4497,5,4,4,1,-1,1,5,1,6,6,6,6,3,6,5,1,1,2,1,1,2,4,4,5,6,2,2,2,2,5,6,1,1,1,1,2,6,1,1
4498,1,1,1,2,2,1,1,1,6,2,2,4,4,3,5,1,1,1,1,1,2,2,3,6,6,1,4,2,2,5,5,1,2,2,2,5,5,1,1
4499,2,2,3,3,-1,1,5,1,6,3,2,5,5,6,6,2,1,1,2,2,2,2,3,4,5,2,3,2,3,5,5,1,2,2,2,2,2,2,2
4500,6,3,2,3,3,1,6,1,6,1,3,1,3,3,1,2,2,2,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,2,2,2,2,2,2
4501,4,5,4,2,-1,1,5,1,6,4,4,6,2,5,5,1,1,1,1,1,2,2,5,5,6,6,4,1,3,3,3,4,2,2,2,2,2,2,2
4502,4,1,2,3,3,1,5,1,6,6,3,5,3,6,6,2,2,2,2,2,2,2,2,4,5,1,3,-1,-1,-1,-1,-1,-1,2,2,2,4,2,2
4503,4,6,6,2,-1,1,2,1,6,4,4,5,2,3,2,2,2,2,2,2,2,1,1,5,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1
4504,1,5,5,2,3,1,3,1,6,4,3,5,4,6,6,2,2,2,2,2,2,4,5,6,6,5,5,5,5,5,6,4,3,3,4,5,3,3,2
4505,1,7,7,3,3,1,2,1,6,3,2,3,2,2,3,2,2,1,2,8,2,2,2,4,6,2,2,1,2,2,2,1,1,2,2,2,2,2,2
4506,4,4,4,2,3,1,4,1,5,5,5,5,2,4,4,1,1,1,1,1,1,2,2,4,4,-1,3,2,2,4,4,-1,2,2,3,4,4,-1,2
4507,4,3,2,3,3,1,1,1,6,6,6,-1,5,3,-1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4508,1,3,3,3,3,0,5,1,5,3,3,3,3,3,3,2,2,2,2,2,2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
4509,1,7,7,3,2,1,1,1,6,3,4,5,2,6,6,2,2,3,8,8,2,2,2,1,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1
4510,1,1,4,1,-1,-1,5,1,6,5,4,6,4,6,6,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4511,2,4,3,4,4,1,5,1,4,4,4,6,4,4,6,2,2,2,2,2,2,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2
4512,4,5,3,2,3,1,1,1,6,6,2,4,3,3,3,2,2,2,2,2,2,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1
4513,1,2,2,3,3,1,1,1,1,6,6,6,6,6,6,2,2,2,2,2,2,1,1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4514,6,4,4,3,3,1,1,1,2,1,1,1,2,3,3,1,1,1,1,2,2,3,3,5,6,6,6,3,3,6,6,6,6,3,4,-1,3,6,4
4515,6,3,2,1,1,1,4,1,6,-1,6,6,6,6,6,-1,-1,-1,-1,-1,-1,3,3,6,6,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4516,2,5,2,1,1,1,1,1,6,6,6,6,2,4,1,1,2,1,2,1,2,2,1,3,4,4,4,1,2,3,6,3,4,2,1,1,5,1,4
4517,2,4,7,-1,-1,1,1,1,6,6,2,6,6,4,3,2,2,2,1,-1,1,1,3,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4518,1,2,1,2,-1,1,1,1,6,4,5,5,5,5,5,2,1,2,2,1,2,2,5,6,6,1,2,1,2,2,2,1,1,1,2,2,2,1,1
4519,3,5,4,2,2,1,2,1,6,5,3,4,3,5,6,3,8,-1,1,-1,1,2,2,1,6,3,2,2,2,3,6,3,2,2,2,1,6,1,2
4520,3,2,4,-1,3,1,3,1,6,2,2,6,5,5,5,2,2,3,2,2,3,2,5,6,6,1,4,2,5,6,5,1,3,2,5,5,5,1,1
4521,4,4,4,3,3,1,4,1,6,1,3,1,6,6,6,2,2,2,2,2,2,1,4,6,6,6,4,3,4,5,6,2,4,4,5,6,6,3,2
4522,5,3,2,2,2,1,1,1,6,5,1,3,6,4,3,8,8,-1,8,-1,8,3,3,6,-1,4,1,1,4,6,3,-1,5,1,4,-1,5,3,6
4523,2,6,6,2,3,1,3,1,4,3,3,5,5,4,4,2,2,1,1,1,1,2,2,3,6,4,2,2,2,3,3,1,2,2,2,1,5,2,1
4524,3,6,3,3,3,1,6,1,6,6,1,6,3,6,5,2,2,2,2,2,2,2,2,1,4,1,1,2,2,1,2,1,1,2,2,1,4,1,1
4525,2,3,3,2,-1,-1,1,1,6,6,5,6,4,4,4,2,1,2,8,8,2,1,3,4,6,1,2,1,3,5,6,1,2,1,3,4,6,1,2
4526,1,4,2,3,2,1,3,1,5,5,4,4,3,3,4,2,1,2,2,1,1,2,4,6,6,2,2,2,3,6,6,2,3,1,1,1,1,1,1
4527,1,2,3,1,2,1,1,1,1,1,1,1,3,3,2,1,1,2,2,1,1,2,-1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2
4528,3,3,3,4,3,1,5,1,5,6,4,5,4,4,4,2,2,2,2,2,2,1,4,5,6,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4529,1,3,1,3,3,1,4,1,5,6,1,6,4,4,4,2,2,2,2,8,2,1,1,4,6,1,1,1,1,6,6,1,1,1,6,6,1,1,1
4530,1,6,5,4,3,0,6,1,6,6,6,6,2,2,1,1,1,1,1,2,2,2,2,5,6,1,1,1,1,1,5,5,1,1,2,6,6,1,1
4531,1,4,3,2,1,0,3,-1,3,6,5,5,2,2,2,8,8,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4532,1,7,7,1,-1,-1,6,1,6,5,5,5,6,6,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
4533,1,1,1,1,2,0,1,0,1,5,5,5,3,5,4,1,1,1,1,1,3,2,5,6,6,5,1,2,2,4,4,2,1,-1,-1,-1,-1,-1,-1
4534,3,3,5,3,3,1,5,1,6,4,2,6,2,3,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4535,2,1,2,3,-1,1,4,1,5,5,2,5,3,5,5,2,2,2,1,1,1,4,5,6,6,1,5,4,5,6,6,1,5,5,6,6,6,1,2
4536,1,5,4,3,3,1,1,1,1,4,6,6,3,3,3,2,2,2,2,2,2,2,6,6,6,1,2,1,1,1,1,1,1,2,1,2,4,1,5
4537,6,4,6,2,1,1,6,1,6,6,6,6,3,6,3,1,1,1,1,1,1,2,5,6,-1,1,4,2,5,6,6,5,4,1,1,5,6,1,2
4538,5,6,5,2,-1,1,5,1,5,3,2,4,6,6,6,1,1,1,1,2,1,2,2,6,6,5,4,2,2,5,6,2,3,2,2,6,6,2,2
4539,6,6,5,2,-1,1,4,1,6,6,5,6,6,6,6,1,1,1,1,1,1,2,4,5,6,3,2,2,3,4,6,2,2,2,2,2,2,2,2
4540,4,6,6,2,-1,-1,6,1,4,2,4,-1,4,4,4,-1,-1,-1,-1,-1,-1,6,6,5,2,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4541,4,6,4,3,3,1,5,1,6,3,4,4,4,6,5,2,2,2,2,2,1,3,3,4,6,5,2,2,2,1,2,1,1,2,2,1,2,1,1
4542,1,1,3,2,2,1,6,1,6,6,3,6,5,5,5,1,1,1,1,1,1,1,2,2,6,4,3,1,2,2,6,3,2,1,1,1,1,1,1
4543,1,4,3,1,-1,1,1,1,6,6,6,6,3,3,5,8,1,1,1,1,1,1,6,6,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1
4544,5,3,3,2,2,1,5,1,6,6,6,6,2,4,1,2,2,2,2,2,2,1,1,5,6,4,6,1,1,1,3,3,3,1,1,1,3,3,3
4545,3,4,3,3,3,1,3,-1,2,4,4,4,6,6,6,2,2,2,2,2,2,2,5,3,6,6,3,3,3,4,6,5,2,2,2,2,2,2,3
