,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d
2037,3,3,2,3,3,7,3,4,2
2038,4,3,4,4,4,3,8,7,8
2039,3,4,4,4,3,7,2,7,3
2040,1,1,1,1,1,7,2,7,8
2041,4,3,1,2,2,7,7,4,3
2042,4,4,4,4,4,7,7,7,7
2043,4,4,2,3,4,7,-1,1,4
2044,2,3,2,2,2,8,8,1,4
2045,2,2,1,2,2,2,7,2,1
2046,2,4,3,3,2,8,8,7,6
2047,4,4,4,4,4,8,8,7,8
2048,3,3,3,3,3,8,8,7,6
2049,3,2,1,3,3,8,3,1,3
2050,1,1,1,1,1,2,5,1,1
2051,1,1,1,1,1,3,6,4,3
2052,3,3,2,3,3,4,8,7,1
2053,2,4,2,3,3,7,7,4,3
2054,4,4,3,3,4,8,8,1,6
2055,1,2,1,-1,2,8,7,1,3
2056,3,2,1,3,1,1,1,4,4
2057,-1,-1,3,3,3,1,1,5,3
2058,2,3,3,3,3,8,8,4,2
2059,4,4,4,4,4,2,3,4,4
2060,3,4,3,3,3,2,2,2,6
2061,2,2,2,3,3,8,8,2,4
2062,4,4,4,4,4,7,7,4,7
2063,3,4,3,3,3,7,7,5,3
2064,2,4,2,2,3,7,2,3,4
2065,4,4,4,3,4,7,7,2,4
2066,3,3,2,3,3,7,7,2,5
2067,4,4,4,4,4,7,7,7,7
2068,3,3,2,2,2,8,3,4,2
2069,4,4,4,4,4,7,8,2,7
2070,4,4,4,4,4,7,7,3,8
2071,4,4,4,4,4,7,7,5,3
2072,2,3,3,3,2,7,7,3,6
2073,1,1,1,1,1,4,3,4,2
2074,4,4,3,4,4,7,7,1,4
2075,1,1,1,1,1,3,3,1,2
2076,1,1,1,1,1,7,3,1,5
2077,1,1,1,1,1,-1,3,1,2
2078,4,4,4,3,3,8,8,3,7
2079,3,3,2,2,2,7,3,-1,3
2080,3,3,2,2,2,7,3,1,4
2081,2,3,1,2,3,8,8,-1,2
2082,4,3,3,4,4,7,8,1,7
2083,3,3,3,3,3,7,8,1,7
2084,4,3,3,3,3,-1,8,3,8
2085,3,3,2,3,3,7,3,2,3
2086,4,3,3,3,2,1,-1,1,8
2087,2,4,3,4,4,8,8,1,3
2088,4,4,4,4,4,7,8,7,1
2089,4,4,4,4,4,1,7,7,6
2091,2,4,2,3,3,7,7,6,4
2092,2,2,2,2,3,7,3,4,1
2093,1,3,1,3,3,7,6,1,5
2094,1,3,3,3,3,7,8,4,5
2095,3,4,4,3,3,7,7,4,7
2096,2,4,1,4,4,8,8,7,4
2097,1,4,1,3,4,7,7,3,1
2099,2,3,2,2,3,7,3,3,3
2100,4,4,4,4,4,7,8,7,1
2101,4,4,4,1,3,8,-1,7,8
2102,4,4,3,4,4,7,7,3,3
2103,4,4,4,4,4,7,7,4,8
2104,4,3,3,3,4,7,7,2,7
2105,4,4,2,3,3,7,3,4,2
2106,2,2,2,2,2,3,3,4,1
2107,3,4,4,4,4,7,7,6,6
2108,4,4,4,4,4,7,7,5,7
2110,2,4,4,3,3,7,7,5,7
2111,3,2,2,2,2,7,3,4,3
2112,4,4,3,2,4,7,7,4,8
2113,1,1,1,1,1,6,6,4,1
2114,4,4,4,3,3,8,8,7,6
2115,4,4,3,2,4,7,7,1,2
2116,4,4,4,4,4,1,1,3,7
2117,3,3,1,3,4,7,7,1,2
2118,3,3,1,1,3,7,8,5,4
2119,2,2,1,3,2,7,7,2,3
2120,1,3,1,1,3,1,1,2,3
2121,4,4,3,3,3,1,7,3,7
2122,4,4,3,3,3,7,3,1,4
2123,3,3,2,3,3,7,6,1,2
2124,2,2,2,3,3,8,3,1,2
2125,1,1,1,1,1,7,3,4,1
2126,2,2,2,2,2,7,6,3,2
2127,4,4,3,3,3,7,7,4,6
2128,1,3,1,3,2,7,6,3,3
2129,2,3,2,2,4,8,3,1,2
2130,4,4,3,4,4,7,7,1,4
2131,4,4,4,4,4,7,8,4,4
2132,3,4,3,3,2,3,8,4,8
2133,2,2,2,2,2,3,3,4,1
2134,2,3,1,3,3,7,3,2,2
2135,4,3,3,3,3,-1,7,6,8
2136,4,4,3,2,3,8,8,4,1
2137,4,3,3,3,3,7,7,2,6
2138,3,4,4,4,4,7,7,1,8
2139,2,4,3,3,3,8,8,5,7
2140,4,4,4,4,4,7,7,6,8
2141,1,1,1,1,1,3,3,4,1
2142,2,2,1,2,2,7,3,4,1
2143,3,3,4,3,3,7,7,6,8
2144,4,3,4,4,3,7,7,6,7
2145,3,3,2,3,3,7,8,5,6
2146,1,3,2,3,3,7,6,3,2
2147,4,4,1,4,4,7,3,7,4
2148,3,4,4,4,4,7,7,6,7
2149,4,4,4,4,4,7,7,6,4
2150,2,3,3,3,3,7,7,2,5
2151,3,4,4,4,4,7,7,7,8
2152,4,4,4,4,4,8,8,7,8
2153,1,1,1,1,1,1,6,1,1
2154,4,4,3,3,4,7,7,5,6
2155,4,4,4,4,4,7,7,-1,8
2156,4,4,4,4,4,8,8,6,8
2157,4,4,4,4,3,8,8,7,8
2158,4,4,4,4,4,7,7,7,8
2159,4,4,4,4,3,7,8,4,7
2160,3,4,4,4,3,7,8,1,7
2161,4,4,1,1,1,8,3,3,2
2162,2,3,2,3,2,7,3,3,2
2163,4,4,4,4,4,7,7,7,8
2164,4,4,4,4,4,1,7,7,7
2165,1,1,3,3,3,3,8,4,5
2166,4,4,3,3,4,7,7,2,6
2167,1,1,1,1,1,7,6,4,3
2168,3,3,3,3,4,8,8,4,7
2169,1,1,1,1,1,7,3,4,2
2170,1,1,1,1,2,7,3,1,2
2171,4,3,1,3,2,2,8,1,1
2172,4,4,4,4,4,8,8,2,8
2173,-1,-1,-1,-1,-1,-1,-1,3,7
2174,2,3,1,2,2,1,8,3,2
2175,1,3,1,2,2,1,8,4,4
2176,3,3,3,2,2,2,8,4,5
2177,4,4,4,4,4,8,8,7,8
2178,1,2,2,2,2,8,7,1,3
2179,2,2,2,2,2,7,6,4,3
2180,3,2,2,-1,2,2,7,4,2
2181,3,3,3,3,3,-1,7,3,6
2182,2,1,3,1,4,2,2,3,3
2183,4,4,4,4,4,8,8,4,7
2184,4,4,2,3,4,8,7,7,2
2185,1,2,2,1,3,1,1,7,4
2186,1,1,1,1,1,2,5,2,1
2187,4,4,4,4,4,2,2,5,4
2188,1,1,1,1,1,8,7,4,1
2189,3,3,2,2,3,1,7,4,3
2190,4,4,4,4,4,8,8,3,7
2191,4,4,-1,-1,3,8,8,4,4
2192,4,4,3,4,3,7,8,7,8
2193,4,4,4,4,4,1,8,1,7
2194,3,3,3,3,3,2,2,4,7
2195,4,4,2,3,3,2,2,4,4
2196,4,4,2,3,4,8,8,1,4
2197,3,3,4,4,3,2,8,6,8
2198,2,3,2,1,2,1,7,4,3
2199,1,1,1,1,1,7,7,4,1
2200,3,3,3,3,3,8,8,3,5
2201,4,4,4,3,3,2,8,4,8
2202,4,4,4,4,3,8,8,7,8
2203,1,1,1,3,1,8,8,4,1
2204,4,4,3,4,3,2,7,6,7
2206,1,1,1,1,1,3,6,4,1
2207,4,3,3,3,3,8,8,6,7
2208,2,2,2,2,3,6,6,1,1
2209,2,4,4,4,4,2,8,4,6
2210,1,3,1,2,2,8,7,3,1
2211,3,4,4,3,4,8,8,1,6
2212,3,3,1,2,4,2,8,4,1
2213,3,2,2,3,2,8,8,4,2
2214,4,4,4,4,4,7,6,1,5
2215,2,3,2,2,2,1,7,4,3
2216,1,3,2,3,3,2,2,4,4
2217,4,4,4,4,4,2,2,2,8
2218,4,4,4,4,4,2,2,4,7
2219,4,4,4,4,4,2,2,4,5
2220,2,2,2,2,1,7,7,1,1
2221,3,4,4,4,4,8,8,-1,-1
2222,1,-1,-1,2,3,8,8,4,1
2223,3,4,4,3,4,2,2,3,8
2224,1,1,1,1,1,7,7,4,1
2225,3,4,3,3,3,2,2,3,5
2226,3,3,3,3,3,8,8,2,7
2227,3,2,1,3,2,4,5,6,2
2228,3,4,3,-1,-1,8,8,3,5
2229,1,1,1,1,1,7,2,4,5
2230,4,4,4,4,4,2,8,6,7
2231,4,4,3,4,4,8,8,7,4
2232,4,4,4,4,4,-1,-1,4,4
2233,4,4,4,4,3,-1,7,-1,7
2234,1,1,1,3,3,1,7,7,1
2235,4,4,4,4,4,2,2,4,8
2236,4,3,3,3,2,8,-1,4,6
2237,3,4,3,4,3,7,8,6,7
2238,3,4,4,4,4,8,8,7,8
2239,4,4,4,4,4,8,-1,-1,8
2240,4,4,4,4,4,3,3,2,8
2241,4,2,4,3,2,8,3,4,1
2242,3,3,2,2,2,8,3,1,2
2243,4,4,4,4,4,7,7,5,8
2244,2,2,2,2,2,3,6,4,1
2245,4,3,3,3,3,8,8,5,4
2246,4,4,4,4,4,7,7,7,8
2247,3,3,3,3,3,8,-1,5,4
2248,4,4,4,4,3,3,8,7,8
2249,2,4,3,3,4,7,8,4,6
2250,2,3,2,3,2,2,8,4,3
2251,1,1,2,1,1,8,2,3,3
2252,4,4,4,4,4,8,8,4,7
2253,1,1,1,1,1,7,8,-1,1
2254,2,4,3,3,4,2,8,4,2
2255,4,4,4,4,4,2,2,3,7
2256,3,4,1,1,1,-1,7,4,1
2257,3,3,3,3,3,7,-1,4,2
2258,4,4,4,4,4,2,2,6,8
2259,3,2,2,2,2,2,7,4,2
2260,3,3,2,3,3,7,7,3,2
2261,3,3,1,3,3,8,7,4,1
2262,1,1,1,1,1,2,2,4,8
2263,3,4,4,4,4,8,8,4,4
2264,2,3,2,-1,-1,2,-1,4,2
2265,4,4,4,4,4,8,8,4,8
2266,3,4,4,4,4,2,-1,5,8
2267,4,4,4,4,4,1,7,7,8
2268,4,4,4,4,3,8,8,4,5
2269,4,4,3,4,4,8,8,4,7
2270,1,1,1,1,1,2,6,1,1
2271,4,4,4,4,4,2,2,5,4
2272,3,3,2,3,3,1,1,4,3
2273,4,4,4,4,4,7,7,-1,1
2274,1,1,1,1,1,2,2,6,8
2275,4,4,4,4,4,2,2,6,8
2276,3,-1,2,3,-1,2,6,2,2
2277,4,4,4,4,4,2,8,7,8
2278,3,3,3,3,3,7,7,1,6
2279,1,1,1,1,1,7,3,3,4
2280,4,4,4,4,4,2,2,1,8
2281,2,2,2,2,2,2,8,2,5
2282,4,4,4,4,4,8,-1,7,4
2283,4,4,4,3,3,1,-1,4,8
2284,3,3,1,2,3,2,7,2,4
2285,4,4,4,4,4,8,8,1,8
2286,3,4,3,3,3,-1,-1,3,7
2287,3,3,3,4,1,2,8,7,5
2288,3,3,1,3,2,8,8,4,1
2289,4,4,4,4,4,7,7,4,8
2290,2,3,1,3,3,2,7,2,3
2291,3,3,2,3,2,8,8,2,3
2292,1,1,1,1,1,7,7,4,1
2293,1,1,1,1,3,2,7,4,2
2294,3,3,2,2,2,-1,3,4,4
2295,4,4,4,4,4,7,7,3,7
2296,1,1,1,1,1,7,3,3,2
2297,4,4,4,4,4,7,8,6,6
2298,1,2,1,3,3,7,-1,1,8
2299,1,2,1,2,2,8,6,7,2
2300,3,4,4,4,4,8,8,4,6
2301,2,2,1,1,1,7,8,4,2
2302,4,4,4,4,4,-1,-1,4,7
2303,4,4,4,4,4,7,7,4,7
2304,1,1,1,1,1,7,7,1,1
2305,3,4,3,4,3,1,1,3,7
2306,4,4,4,3,2,8,8,1,8
2307,3,3,3,3,3,8,8,-1,-1
2308,4,4,3,3,3,8,-1,5,7
2309,2,4,4,4,4,1,1,4,4
2310,4,4,3,3,3,8,8,4,1
2311,3,4,4,3,4,2,2,5,6
2312,3,3,1,3,3,-1,-1,4,4
2313,1,2,2,3,1,1,8,4,3
2314,4,4,3,2,4,1,7,4,3
2315,4,1,1,3,1,1,1,1,4
2316,4,4,4,4,4,8,8,4,4
2317,4,4,3,4,4,8,8,5,4
2318,3,3,4,-1,2,8,8,4,7
2319,2,3,2,2,2,1,8,3,4
2320,2,4,2,4,4,8,8,-1,4
2321,2,4,2,4,4,8,8,-1,4
2322,4,4,4,4,4,8,8,7,7
2323,3,3,1,3,3,8,8,4,2
2324,4,4,4,4,4,8,8,4,8
2325,1,1,1,1,1,1,8,2,1
2326,3,3,4,2,4,2,8,4,1
2327,4,4,4,4,3,8,8,7,8
2328,-1,-1,-1,-1,-1,1,7,1,1
2329,4,4,4,4,4,8,8,7,3
2330,1,3,1,2,2,7,8,-1,1
2331,2,3,2,3,3,8,8,3,7
2332,4,4,4,4,4,8,8,-1,5
2333,3,3,3,3,3,1,1,4,8
2334,3,3,3,3,3,1,8,4,5
2335,1,2,1,3,1,7,7,7,1
2336,4,4,4,4,3,1,1,3,8
2337,2,3,-1,1,-1,7,7,4,5
2338,3,4,4,4,4,1,1,5,3
2339,3,3,1,2,1,8,7,1,1
2340,3,3,2,2,3,8,7,4,1
2341,1,2,1,4,4,4,4,2,2
2342,3,2,3,3,2,8,8,1,8
2343,4,4,4,4,4,8,8,4,3
2344,4,4,3,3,3,8,8,7,5
2345,1,1,1,1,1,1,5,3,1
2346,2,1,1,1,1,1,7,2,2
2347,2,3,2,4,2,8,8,2,3
2348,2,2,2,2,2,1,7,1,1
2349,1,1,1,1,3,7,7,4,2
2350,1,1,4,4,3,1,7,4,1
2351,4,2,2,2,2,8,8,1,2
2352,1,3,2,2,3,1,7,2,1
2353,2,3,2,2,3,2,8,4,1
2354,3,3,1,3,1,8,8,4,1
2355,3,3,2,2,3,1,7,2,1
2356,4,4,3,3,3,2,8,2,2
2357,2,1,1,1,1,1,7,1,1
2358,1,1,1,1,1,7,7,7,1
2359,4,4,4,4,4,7,8,7,1
2360,3,3,3,3,2,8,8,1,6
2361,3,1,2,3,-1,8,6,2,2
2362,1,1,1,1,1,2,7,4,4
2363,3,3,2,3,3,1,1,4,4
2364,1,4,3,3,3,1,7,1,2
2365,3,4,4,1,4,2,2,6,4
2366,3,3,3,2,2,1,1,2,1
2367,3,4,4,4,4,1,1,7,1
2368,1,1,1,1,1,1,1,5,6
2369,1,4,4,4,4,2,8,1,1
2370,4,4,4,4,4,2,2,7,8
2371,4,3,4,4,4,8,8,4,8
2372,3,3,3,3,3,8,8,3,3
2373,1,4,4,2,4,8,8,7,1
2374,2,2,2,2,2,3,3,4,2
2375,1,1,1,3,1,7,7,4,2
2376,4,4,3,3,3,8,8,3,6
2377,1,2,3,2,2,2,7,-1,-1
2378,3,3,3,3,3,1,7,4,5
2379,1,3,1,2,3,1,6,-1,1
2380,4,4,4,3,3,1,8,4,4
2381,2,3,2,3,3,1,1,2,2
2382,1,2,1,3,1,1,7,4,2
2383,3,3,4,3,4,8,2,6,7
2384,3,3,3,3,3,2,2,5,2
2385,3,3,2,3,3,8,8,4,6
2386,2,3,2,2,3,1,8,1,7
2387,1,1,4,1,1,2,8,2,7
2388,4,4,4,4,2,2,2,4,8
2389,4,4,4,4,4,6,8,1,6
2390,4,3,3,3,1,8,8,6,6
2391,3,3,2,3,3,8,8,4,3
2392,2,2,3,3,3,5,5,3,1
2393,1,1,1,1,1,1,7,4,1
2394,1,1,1,1,1,3,-1,1,3
2395,1,2,2,2,2,8,-1,4,6
2396,2,3,-1,2,3,7,7,4,3
2398,4,4,4,4,4,8,8,6,7
2399,3,3,3,3,3,1,-1,1,5
2400,3,4,2,3,3,8,7,4,2
2401,3,3,3,3,3,4,4,4,4
2402,3,3,3,3,3,8,8,7,3
2403,4,4,4,4,4,8,8,7,4
2404,3,3,3,3,3,1,1,4,1
2405,3,3,3,3,3,1,1,4,4
2406,4,4,4,4,4,2,2,-1,-1
2407,4,4,3,3,4,8,7,4,3
2408,3,3,2,2,3,4,7,4,3
2409,4,4,3,4,4,8,8,4,4
2410,-1,3,2,2,3,8,7,1,3
2411,4,4,4,3,4,2,2,2,7
2412,3,4,3,4,4,2,2,2,4
2413,4,4,4,4,4,8,8,6,8
2414,4,4,4,4,4,7,2,4,8
2415,4,4,4,4,4,2,2,6,8
2416,-1,-1,-1,-1,-1,8,8,-1,8
2417,3,3,4,4,4,-1,-1,4,7
2418,4,4,4,4,4,8,8,3,8
2419,3,4,4,4,4,1,8,4,6
2420,3,3,3,3,3,8,8,7,8
2421,4,4,4,4,4,-1,-1,7,6
2422,4,4,4,4,4,2,2,2,8
2423,1,1,1,1,1,1,7,1,2
2424,2,3,1,3,3,7,7,4,2
2425,1,1,1,1,1,1,7,1,1
2426,1,1,1,1,1,2,7,4,1
2427,3,3,2,4,4,1,1,-1,2
2428,2,4,3,-1,4,2,8,3,6
2429,-1,-1,-1,-1,-1,-1,-1,1,6
2430,4,4,4,4,4,2,2,4,7
2431,1,1,1,1,1,7,7,1,3
2432,2,3,2,2,3,6,6,4,2
2433,4,4,4,3,4,8,8,3,6
2434,4,4,3,4,4,2,2,3,4
2435,4,4,4,4,4,-1,-1,4,8
2436,3,3,3,3,3,1,1,5,7
2437,4,4,4,4,4,2,2,4,7
2438,4,4,4,4,4,-1,8,7,8
2439,1,3,1,3,4,4,7,4,1
2440,4,4,4,4,4,8,2,5,5
2441,3,4,2,3,4,8,8,1,3
2442,2,3,2,3,3,1,7,4,4
2443,2,2,3,3,2,1,1,4,5
2444,2,2,2,2,2,1,7,1,4
2445,4,4,4,4,4,1,8,4,1
2446,1,1,1,1,1,1,7,4,1
2447,4,4,4,4,4,1,1,4,8
2448,3,2,3,3,2,1,1,7,5
2449,4,4,4,4,4,2,2,1,8
2450,4,4,4,4,4,2,2,7,8
2451,2,4,3,3,3,8,8,5,7
2452,3,2,2,3,1,7,7,4,1
2453,1,1,1,1,1,1,7,2,3
2454,3,3,3,3,3,2,2,4,4
2455,1,1,1,1,1,7,8,-1,-1
2456,4,4,4,4,4,-1,-1,4,8
2457,3,3,3,3,3,1,8,4,4
2458,1,1,1,1,1,2,7,4,1
2459,3,3,3,3,3,8,8,3,7
2460,1,1,1,1,1,8,8,7,8
2461,3,3,3,3,3,8,4,5,6
2462,2,2,2,2,2,-1,7,4,1
2463,1,1,1,1,1,1,1,3,2
2464,2,3,2,3,3,1,1,6,3
2465,3,3,1,1,3,2,7,5,4
2466,2,2,2,2,2,2,8,4,1
2467,-1,4,3,3,4,1,1,4,3
2468,4,4,3,3,4,8,8,1,5
2469,4,4,4,4,4,8,8,4,8
2470,4,2,1,1,3,8,8,4,4
2471,1,1,1,1,1,7,7,1,4
2472,1,1,1,1,1,2,2,-1,1
2473,3,3,3,3,3,8,8,4,3
2474,4,4,4,4,4,2,2,4,4
2475,3,3,2,2,3,1,1,4,3
2476,2,2,2,2,2,-1,-1,4,1
2477,1,2,1,1,2,-1,-1,6,2
2478,3,2,4,3,3,1,1,4,4
2479,3,2,3,3,2,1,1,4,6
2480,3,3,2,2,2,1,8,4,3
2481,3,3,3,3,3,1,1,4,8
2482,4,4,4,4,4,1,1,4,1
2483,3,3,2,3,3,2,7,7,3
2484,1,1,1,1,2,1,6,4,1
2485,1,1,1,1,1,6,6,4,1
2486,1,3,1,3,2,8,8,6,4
2487,2,2,1,2,2,7,6,3,2
2488,2,2,2,3,2,3,6,4,1
2489,3,3,4,4,4,2,2,1,8
2490,1,1,1,3,1,2,6,-1,-1
2491,4,4,4,4,4,1,8,4,8
2492,2,3,3,2,2,1,1,4,5
2493,2,2,3,3,3,1,2,4,5
2494,1,1,1,1,1,1,7,3,-1
2495,2,2,2,2,2,8,7,4,6
2496,1,3,1,2,3,8,7,4,1
2497,4,4,4,4,4,-1,-1,1,4
2498,3,3,3,3,3,1,7,4,1
2499,2,4,3,4,3,8,8,-1,-1
2500,4,4,4,3,4,8,8,3,8
2501,-1,-1,-1,-1,-1,-1,-1,1,3
2502,3,2,3,3,2,2,2,4,6
2503,1,1,1,1,1,2,7,2,2
2504,1,1,1,1,1,2,6,1,1
2505,4,4,3,3,4,1,8,-1,-1
2506,4,4,4,4,4,1,1,1,3
2507,2,2,1,3,2,4,7,4,1
2508,3,4,1,2,3,1,8,3,2
2509,4,4,4,4,4,2,2,1,8
2510,3,4,4,4,4,1,1,4,4
2511,4,4,3,3,3,1,1,4,3
2512,3,3,-1,3,3,8,8,7,5
2513,1,2,1,2,-1,7,6,-1,4
2514,1,1,1,1,1,3,3,4,1
2515,4,4,4,4,4,7,7,4,3
2516,1,2,1,2,-1,7,3,1,3
2517,4,4,4,4,4,4,7,7,8
2518,4,4,4,4,4,7,7,1,8
2519,4,4,4,4,4,1,1,1,6
2520,1,1,1,1,1,1,6,2,3
2521,3,4,3,3,3,3,3,1,3
2522,1,2,1,1,2,1,5,3,1
2523,-1,-1,-1,-1,-1,-1,-1,-1,-1
2524,3,4,3,3,3,7,8,6,6
2525,4,1,2,2,3,7,8,1,4
2526,4,4,4,4,4,-1,-1,-1,8
2527,4,4,4,4,4,7,7,7,7
2528,3,3,1,1,3,7,3,4,1
2529,3,3,2,2,3,7,3,4,2
2530,4,3,4,3,3,7,7,6,7
2531,1,1,1,1,1,1,1,2,5
2532,4,3,2,2,2,8,3,4,3
2533,3,3,3,3,3,8,3,1,1
2534,2,3,1,3,2,4,8,4,1
2535,3,3,3,3,3,3,3,4,1
2536,3,3,2,2,4,8,8,4,3
2537,1,1,1,1,1,4,2,-1,8
2538,4,4,3,4,4,7,7,4,6
2539,3,3,2,3,3,1,3,2,1
2540,3,4,4,4,3,7,8,7,7
2541,1,-1,-1,-1,-1,1,3,1,2
2542,1,1,1,1,1,7,5,1,1
2543,-1,-1,-1,-1,-1,-1,-1,-1,-1
2544,4,4,3,4,4,8,8,7,2
2545,1,1,1,1,1,8,8,1,8
2546,1,1,1,4,4,7,5,7,2
2547,1,1,1,1,1,1,3,4,1
2548,1,1,1,1,1,3,3,2,2
2549,4,4,3,4,4,7,8,1,3
2550,1,1,1,1,1,1,3,4,1
2551,3,3,3,3,3,8,8,4,6
2552,3,3,3,3,3,1,1,-1,6
2553,4,4,4,4,4,7,7,7,8
2554,3,3,3,3,3,4,4,-1,6
2555,2,1,1,1,1,7,7,3,8
2556,1,1,1,1,1,7,3,3,1
2557,1,1,1,1,1,1,6,4,1
2558,3,3,2,2,3,8,3,3,1
2559,1,1,1,1,1,3,3,4,1
2560,4,4,4,4,4,8,8,-1,8
2562,2,3,2,3,3,3,8,-1,2
2563,1,4,3,3,3,7,7,5,6
2564,2,3,2,3,3,3,7,4,3
2565,4,4,2,3,4,7,3,7,4
2566,4,4,4,3,3,8,8,-1,7
2567,4,4,4,4,4,7,7,1,8
2568,1,1,1,4,4,1,3,4,1
2569,4,3,3,3,4,7,7,5,8
2570,4,4,4,4,4,1,1,7,8
2571,4,4,2,3,3,7,8,4,7
2572,1,3,1,1,2,7,8,4,1
2573,1,1,1,1,1,7,3,1,1
2574,2,3,4,2,3,3,8,6,8
2575,3,3,3,3,2,1,7,2,6
2576,4,4,4,4,4,8,3,7,4
2577,3,3,3,3,3,1,1,2,7
2578,2,3,2,3,3,7,7,1,5
2579,3,3,3,3,3,8,8,4,4
2580,-1,-1,-1,-1,-1,-1,-1,-1,-1
2581,2,2,1,2,1,-1,3,2,2
2582,1,1,1,1,1,3,3,4,1
2583,1,1,1,2,1,8,8,4,3
2584,4,4,3,3,3,7,7,4,6
2585,-1,-1,-1,-1,-1,-1,-1,-1,-1
2586,-1,-1,-1,-1,-1,-1,-1,-1,-1
2587,1,3,1,2,2,7,6,2,4
2588,4,4,1,1,4,1,1,4,4
2589,4,4,2,2,2,1,-1,4,1
2590,4,4,3,3,4,7,7,6,8
2591,3,3,2,3,3,1,1,1,4
2592,1,3,1,3,4,3,3,6,1
2593,1,1,1,1,1,7,3,4,3
2594,2,4,2,3,2,8,8,3,3
2595,2,2,2,2,2,8,6,1,4
2596,2,4,1,3,3,8,8,-1,4
2597,1,3,1,3,1,8,3,4,1
2598,1,1,1,1,-1,7,3,1,1
2599,1,3,3,1,1,6,7,1,6
2600,1,1,1,1,1,8,6,6,1
2601,1,1,1,1,1,3,3,4,3
2602,4,4,4,4,4,7,7,7,7
2603,4,4,4,4,4,1,1,3,8
2604,3,3,2,3,3,3,3,5,2
2605,3,2,2,3,2,3,3,1,2
2606,3,1,1,3,1,7,3,4,1
2607,2,4,4,4,3,7,7,-1,7
2608,4,4,4,4,4,7,7,5,7
2609,4,3,2,3,3,7,7,1,4
2610,2,4,3,3,3,8,8,1,5
2611,4,4,4,4,4,7,7,7,8
2612,2,2,2,2,2,7,3,4,2
2613,3,3,2,3,3,8,3,2,2
2614,4,4,4,4,2,8,8,1,2
2615,4,4,1,3,3,8,8,4,3
2616,1,1,1,1,1,3,3,1,1
2617,3,3,2,2,2,7,7,2,4
2618,3,2,1,3,4,1,-1,7,4
2619,3,3,2,2,2,8,3,3,3
2620,1,1,1,1,1,8,1,-1,5
2621,2,3,2,3,3,7,3,1,3
2622,-1,-1,-1,-1,-1,-1,-1,-1,-1
2623,4,1,1,1,1,7,3,2,3
2624,3,3,2,3,3,7,8,4,2
2625,1,1,1,3,1,1,6,4,1
2626,4,3,2,2,2,8,8,1,2
2627,2,3,2,3,3,1,8,1,7
2628,1,1,1,1,1,7,5,1,1
2629,1,1,1,1,1,7,3,5,1
2630,4,4,4,4,4,8,8,3,6
2631,4,4,4,4,4,1,1,7,8
2632,4,4,2,4,4,7,7,1,4
2633,2,3,1,3,4,7,7,7,3
2634,1,3,4,3,3,2,8,7,8
2635,2,1,1,1,1,3,7,4,4
2636,4,3,2,3,3,7,7,4,3
2637,2,3,2,4,3,1,1,6,2
2638,3,4,3,4,1,8,8,3,6
2639,2,2,2,2,2,8,3,4,2
2640,3,3,1,3,3,8,3,1,1
2642,3,3,3,3,3,7,7,4,4
2643,4,4,3,3,4,1,3,7,1
2644,3,3,2,2,2,6,6,-1,2
2645,1,1,1,1,1,7,3,2,5
2646,4,3,3,3,2,8,8,4,5
2647,2,3,2,2,3,1,3,3,1
2648,3,3,2,2,3,2,3,5,2
2649,2,4,4,4,3,8,8,7,8
2650,1,1,1,1,1,3,5,4,1
2651,3,3,2,3,3,3,3,1,1
2652,3,4,3,3,4,3,7,6,8
2653,4,4,4,4,4,7,7,6,8
2654,3,4,3,4,3,7,7,1,2
2655,4,4,2,2,3,-1,3,4,1
2656,4,4,4,4,4,7,7,3,8
2657,2,4,4,4,3,-1,-1,7,4
2658,2,3,3,3,3,7,7,6,7
2659,2,3,2,3,3,7,7,1,6
2660,3,3,2,3,4,8,8,1,3
2662,4,4,1,4,4,7,7,2,4
2663,4,4,4,3,4,7,7,4,7
2664,2,3,2,2,3,7,3,4,4
2665,1,1,1,1,1,1,3,1,2
2666,4,4,4,4,4,8,8,1,8
2667,4,4,3,3,3,8,8,4,6
2668,1,4,3,4,4,8,8,6,4
2669,2,2,2,2,3,8,8,5,2
2670,4,4,4,4,4,-1,-1,4,3
2671,3,4,3,3,3,7,7,3,3
2672,1,1,1,3,1,3,3,4,1
2673,1,3,2,4,3,-1,-1,1,4
2674,1,1,1,1,1,8,3,7,1
2675,3,3,2,4,4,-1,-1,3,6
2676,2,3,1,3,3,7,3,1,3
2677,1,2,2,2,3,8,6,3,1
2678,2,3,2,2,2,1,8,-1,3
2679,2,3,2,2,3,7,6,2,2
2680,3,2,2,2,2,7,7,3,2
2681,1,1,1,1,1,1,3,2,1
2682,3,3,3,3,3,7,8,4,5
2683,3,3,4,4,4,7,8,6,7
2684,4,4,3,3,3,-1,-1,4,7
2685,4,4,4,4,-1,1,7,7,7
2686,1,1,1,1,1,1,8,4,1
2687,4,4,4,4,4,8,8,4,8
2688,4,4,4,4,4,7,8,3,8
2689,2,3,2,2,3,1,1,4,2
2690,4,4,4,4,4,1,1,3,7
2691,4,4,4,4,4,7,7,4,8
2692,2,3,2,3,3,7,7,4,4
2693,4,4,4,4,4,8,8,7,8
2694,4,4,4,4,4,7,8,-1,7
2695,3,3,2,2,3,8,4,2,3
2696,1,1,1,1,1,8,8,2,6
2697,1,2,1,3,1,8,6,1,1
2698,4,3,4,3,2,7,4,7,6
